Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-01 00:00:00-02:00,0.4479835586830475,0.45651638012816637,0.40105183914933373,0.4213176667690277,15229800,0.0,0.0
2000-02-01 00:00:00-02:00,0.4223844695540548,0.4426502565039733,0.38931878448321405,0.3973184823989868,22095000,0.0,0.0
2000-03-01 00:00:00-03:00,0.39998538074869894,0.4159847807204155,0.33065445681003486,0.3354543149471283,28753200,0.0,0.0
2000-04-01 00:00:00-03:00,0.3354543522053355,0.3354543522053355,0.2831896779717127,0.31998834013938904,22728600,0.0,0.0
2000-05-01 00:00:00-03:00,0.3199881356909619,0.34078738282074245,0.28798931449275406,0.2986554801464081,14454000,0.0,0.0
2000-06-01 00:00:00-03:00,0.3013220502229848,0.3669196535824749,0.29972211053839093,0.343987375497818,19600200,0.0,0.0
2000-07-01 00:00:00-03:00,0.34398728718877986,0.37011943793393154,0.3253211001204428,0.3333207964897156,11766600,0.0,0.0
2000-08-01 00:00:00-03:00,0.3290545221012971,0.34878726829919826,0.32052139420917186,0.32852113246917725,22312800,0.0,0.0
2000-09-01 00:00:00-03:00,0.33065430732441375,0.3706528273163388,0.3258544895028501,0.3333207964897156,15629400,0.0,0.0
2000-10-01 00:00:00-03:00,0.3338545489751493,0.3461206475772295,0.2885227204371572,0.3114553391933441,12983400,0.0,0.0
2000-11-01 00:00:00-02:00,0.3119885689702964,0.3461204276160414,0.29332235652286887,0.3034554421901703,8397000,0.0,0.0
2000-12-01 00:00:00-02:00,0.3178547663627076,0.3445203423899572,0.29972200834954504,0.3183881938457489,9039600,0.0,0.0
2001-01-01 00:00:00-02:00,0.3183881258246208,0.45864946519904565,0.3125214546946007,0.42238426208496094,35991000,0.0,0.0
2001-02-01 00:00:00-02:00,0.41598440908410067,0.4367836486110779,0.37331915173610036,0.38558557629585266,15301800,0.0,0.0
2001-03-01 00:00:00-03:00,0.38558586200601697,0.4394504240766688,0.3637197898371981,0.38771888613700867,17712000,0.0,0.0
2001-04-01 00:00:00-03:00,0.37011945884742115,0.517313994795907,0.3599867002682665,0.4613160789012909,29845800,0.0,0.0
2001-05-01 00:00:00-03:00,0.46131627427936767,0.49331511326235,0.41065154443239277,0.418651282787323,11739600,0.0,0.0
2001-06-01 00:00:00-03:00,0.42131793060192374,0.5573130117068852,0.4117182858959353,0.5119815468788147,51222600,0.0,0.0
2001-07-01 00:00:00-03:00,0.5066482206789225,0.5333138201363188,0.4586499661858881,0.4709160625934601,12859200,0.0,0.0
2001-08-01 00:00:00-03:00,0.46398294790323374,0.5327803897616488,0.4623830082820048,0.47784897685050964,32850000,0.0,0.0
2001-09-01 00:00:00-03:00,0.48318259490252685,0.5119815683752652,0.3685198620463474,0.39358583092689514,22951800,0.0,0.0
2001-10-01 00:00:00-03:00,0.3765196128605844,0.4261178235357486,0.3493205768761895,0.4106518030166626,19983600,0.0,0.0
2001-11-01 00:00:00-02:00,0.4127848967572753,0.5258473221370128,0.4005184613567598,0.4858487844467163,21668400,0.0,0.0
2001-12-01 00:00:00-02:00,0.4858488302255158,0.5829118649330691,0.4858488302255158,0.5647794008255005,21517200,0.0,0.0
2002-01-01 00:00:00-02:00,0.5647795385044485,0.5866453160216831,0.4698495434375142,0.4799826145172119,20361600,0.0,0.0
2002-02-01 00:00:00-02:00,0.4810488743705266,0.5973111579305761,0.47464911564245055,0.5727789402008057,20134800,0.0,0.0
2002-03-01 00:00:00-03:00,0.5573127714159433,0.6666422400803522,0.5498464987450127,0.6186439990997314,28026000,0.0,0.0
2002-04-01 00:00:00-03:00,0.623977436661746,0.8159704588848135,0.623977436661746,0.7194405198097229,35472600,0.0,0.0
2002-05-01 00:00:00-03:00,0.7194404445050444,0.7413061823775231,0.6186441222029629,0.6986411809921265,22561200,0.0,0.0
2002-06-01 00:00:00-03:00,0.6943749542003514,0.6986413101745266,0.4575834622922761,0.47944924235343933,21564000,0.0,0.0
2002-07-01 00:00:00-03:00,0.4762493021004407,0.6069111486486971,0.4479837626963516,0.45971646904945374,30882600,0.0,0.0
2002-08-01 00:00:00-03:00,0.49384836367179363,0.6053108132216558,0.4346505270934147,0.5807785987854004,32133600,0.0,0.0
2002-09-01 00:00:00-03:00,0.5786456307842345,0.5973114896712364,0.4085183497569383,0.4271845519542694,97743600,0.0,0.0
2002-10-01 00:00:00-03:00,0.44371679586490353,0.5333134866447067,0.4271842779668567,0.5199808478355408,139847400,0.0,0.0
2002-11-01 00:00:00-03:00,0.5242472899334368,0.5642458205874814,0.509314404960226,0.5402467250823975,144952200,0.0,0.0
2002-12-01 00:00:00-02:00,0.5407803694275419,0.5487800711344847,0.4938486334977979,0.5226475596427917,137089800,0.0,0.0
2003-01-01 00:00:00-02:00,0.5226473937661771,0.5786453642334438,0.48798210699592,0.5130477547645569,121347000,0.0,0.0
2003-02-01 00:00:00-02:00,0.5141145723843399,0.5301140183732512,0.4815826338309207,0.5119815468788147,77259600,0.0,0.0
2003-03-01 00:00:00-03:00,0.5119812341018369,0.5850451138048927,0.49704834813400833,0.5615794062614441,104590800,0.0,0.0
2003-04-01 00:00:00-03:00,0.5653124181506324,0.7274399217276735,0.5610459882165705,0.6773083209991455,149506200,0.0,0.0
2003-05-01 00:00:00-03:00,0.6773085556997804,0.8239701013226689,0.6698422435095874,0.8159703612327576,133313400,0.0,0.0
2003-06-01 00:00:00-03:00,0.8159699161230971,0.9012998710662417,0.6719752070916954,0.6981073617935181,135293400,0.0,0.0
2003-07-01 00:00:00-03:00,0.6927742647628766,0.778104195788155,0.6879744857055109,0.7573050260543823,66727800,0.0,0.0
2003-08-01 00:00:00-03:00,0.7466397666886344,0.8527693803562497,0.7279739022164706,0.8213036060333252,113142600,0.0,0.0
2003-09-01 00:00:00-03:00,0.8133032338324715,0.946631767894241,0.8133032338324715,0.8533017635345459,125848800,0.0,0.0
2003-10-01 00:00:00-03:00,0.8538356506668651,1.0612946433254775,0.8533022227223466,1.0026302337646484,104396400,0.0,0.0
2003-11-01 00:00:00-02:00,1.0132959103143473,1.327951253282728,1.0132959103143473,1.306618571281433,92181600,0.0,0.0
2003-12-01 00:00:00-02:00,1.3071523816759907,1.35408380755662,1.2410213685322162,1.2799533605575562,74404800,0.0,0.0
2004-01-01 00:00:00-02:00,1.279952910929486,1.4479467610054366,1.0724936548634223,1.0879600048065186,85264200,0.0,0.0
2004-02-01 00:00:00-02:00,1.0932928959541954,1.2692864040135705,1.055961124647389,1.154624104499817,74878200,0.0,0.0
2004-03-01 00:00:00-03:00,1.1551574864486123,1.3060850874533017,1.1364913332816848,1.2415543794631958,72192600,0.0,0.0
2004-04-01 00:00:00-03:00,1.2420875697161462,1.3028852829977065,1.0079630804002735,1.0186291933059692,65977200,0.0,0.0
2004-05-01 00:00:00-03:00,1.0186290269147853,1.1364912794500999,0.9386319725310611,1.1092922687530518,74680200,0.0,0.0
2004-06-01 00:00:00-03:00,1.102359502411673,1.2154219098456451,1.0719606094371557,1.199955940246582,52605000,0.0,0.0
2004-07-01 00:00:00-03:00,1.1999560397567781,1.263953710468703,1.1674238148228255,1.2266216278076172,52833600,0.0,0.0
2004-08-01 00:00:00-03:00,1.226620814526488,1.333283401174409,1.1706229183907797,1.2932848930358887,107883000,0.0,0.0
2004-09-01 00:00:00-03:00,1.3210180038466086,1.3780824028869816,1.2276880013571771,1.3439505100250244,60179400,0.0,0.0
2004-10-01 00:00:00-03:00,1.3540835317332345,1.574875459764536,1.3482172000570694,1.5098111629486084,76604400,0.0,0.0
2004-11-01 00:00:00-03:00,1.5092781452565318,1.7866014048803767,1.4932786677465695,1.6986045837402344,62605800,0.0,0.0
2004-12-01 00:00:00-02:00,1.707670535368501,1.8132666388288134,1.6639389236400959,1.7332695722579956,95036400,0.0,0.0
